user_id,user_name,user_level,user_guanzhu_num,user_fans_num,user_beifangwen_num,user_huida_num,user_answer_list,user_tiwen_num,user_liuyan_num,user_liuyan_list
282632,大丁,11,1039,376,4516,0,[],1,1,"[{'liuyan_user_id': '75421362', 'liuyan_time': '2015-12-21 10:42:57'}]"
286474,六月的雨,13,1100,1527,5391,11,[],17,0,[]
393389,第一程-秘境瑰宝,13,1063,256,3662,1,[],7,0,[]
513105,青争,37,24,1910,22408,902,[],29,4,"[{'liuyan_user_id': '5682648', 'liuyan_time': '2017-05-03 12:14:29'}, {'liuyan_user_id': '71803344', 'liuyan_time': '2016-03-19 19:17:36'}, {'liuyan_user_id': '513105', 'liuyan_time': '2015-07-29 20:10:02'}, {'liuyan_user_id': '762537', 'liuyan_time': '2015-07-29 15:54:49'}]"
523357,跃然纸上,16,581,114,1193,9,[],5,0,[]
853843,星光下的赵云,41,133,1585,15325,3223,[],0,5,"[{'liuyan_user_id': '47877626', 'liuyan_time': '2019-03-06 22:03:58'}, {'liuyan_user_id': '93725065', 'liuyan_time': '2017-12-31 03:32:06'}, {'liuyan_user_id': '48632131', 'liuyan_time': '2017-05-05 16:21:38'}, {'liuyan_user_id': '49320308', 'liuyan_time': '2016-08-13 17:06:40'}, {'liuyan_user_id': '51067861', 'liuyan_time': '2015-09-10 15:06:09'}]"
877135,小五,18,138,45,702,13,[],0,0,[]
1044673,汪晨,8,156,17,313,0,[],0,0,[]
5265655,命运的复活,30,582,38,375,547,[],2,1,"[{'liuyan_user_id': '35690173', 'liuyan_time': '2017-08-25 09:55:33'}]"
10431434,朽木,32,471,128,1109,678,[],0,0,[]
17087728,重新连接,43,33,2115,3846,6465,[],3,2,"[{'liuyan_user_id': '36508602', 'liuyan_time': '2018-12-11 09:47:15'}, {'liuyan_user_id': '61020948', 'liuyan_time': '2017-09-24 23:23:45'}]"
17403297,柯南君,15,2999,236,2364,1,[],2,1,"[{'liuyan_user_id': '31570948', 'liuyan_time': '2017-05-23 16:55:23'}]"
17405090,软妹纸,19,2998,485,4983,0,[],3,0,[]
17437075,涛声依旧,45,54,230,5141,2831,[],3,3,"[{'liuyan_user_id': '72805505', 'liuyan_time': '2017-12-01 10:20:35'}, {'liuyan_user_id': '48732150', 'liuyan_time': '2017-05-15 09:55:34'}, {'liuyan_user_id': '65914425', 'liuyan_time': '2017-05-06 08:16:36'}]"
17476130,水灵的瓜爷,15,2999,204,2626,2,[],2,2,"[{'liuyan_user_id': '93618197', 'liuyan_time': '2018-05-29 08:56:59'}, {'liuyan_user_id': '93618197', 'liuyan_time': '2018-05-27 20:45:53'}]"
17519876,爷爷岳,25,59,58,2001,925,[],0,0,[]
17665957,hingewang,35,63,422,6593,932,[],3,1,"[{'liuyan_user_id': '76583944', 'liuyan_time': '2015-10-16 09:25:33'}]"
17685548,天籁,34,28,2032,41166,2072,[],1,1,"[{'liuyan_user_id': '5826872', 'liuyan_time': '2016-04-28 12:30:05'}]"
17736309,格林童话,27,186,5314,4365,534,[],1,0,[]
17742348,Bonnie,17,3000,408,4273,0,[],10,1,"[{'liuyan_user_id': '92959072', 'liuyan_time': '2016-10-09 02:03:18'}]"
19258259,vicky,26,60,177,1617,864,[],9,0,[]
19268734,Mr.KxY,20,8,16,1141,209,[],1,0,[]
19901452,孤独的薰衣草,19,2976,1194,2082,109,[],120,0,[]
19901844,玲珑看月,10,2789,1194,1963,124,[],143,0,[]
19903496,冈萨雷斯,18,3002,1245,2065,139,[],126,0,[]
19905212,cook_cook,17,3002,1209,1905,114,[],107,1,"[{'liuyan_user_id': '66461853', 'liuyan_time': '2019-01-14 15:57:21'}]"
19906510,八爪蟹,21,3002,1241,1932,137,[],101,0,[]
19907460,weiwe,11,2822,1195,1938,121,[],115,0,[]
19912000,野马潭,15,2814,1205,2266,124,[],120,1,"[{'liuyan_user_id': '93618197', 'liuyan_time': '2018-06-05 05:37:21'}]"
19914187,叶少,16,3002,1189,2265,127,[],113,1,"[{'liuyan_user_id': '93618197', 'liuyan_time': '2018-10-16 08:25:31'}]"
19915805,何石富,17,3002,1166,1881,121,[],127,0,[]
19916345,灵雨节,16,3002,1188,1808,126,[],109,1,"[{'liuyan_user_id': '69440162', 'liuyan_time': '2016-09-05 13:41:17'}]"
19916826,yaro,14,3002,1216,2234,155,[],123,0,[]
19918978,一只龟速的蜗牛,16,2793,1204,1989,135,[],117,0,[]
19919374,努比佳,19,3002,1187,1959,128,[],125,0,[]
19920229,水果硬糖,19,2805,1261,2152,137,[],147,0,[]
19920306,在下tony有何贵干,16,2880,1220,2132,156,[],115,0,[]
19920420,猫大兄弟,14,2779,1187,2138,164,[],121,0,[]
19921846,joagie,16,2817,1178,1951,157,[],123,0,[]
19923418,麦芒守望者,17,3001,1195,1963,126,[],96,0,[]
19925116,枯木回春,17,2960,1183,1889,132,[],99,0,[]
19925598,sandy00700,18,2969,1196,1835,119,[],97,0,[]
19925709,笋子,17,2986,1189,2087,143,[],134,1,"[{'liuyan_user_id': '70570717', 'liuyan_time': '2018-01-18 19:19:39'}]"
19926619,大草莓,15,3001,1187,1906,132,[],121,0,[]
19928482,wsaszyc,17,2856,1202,1970,143,[],124,0,[]
19929819,王三十,19,3001,1182,1957,130,[],196,0,[]
19931210,春天花花,12,3001,1177,2032,126,[],116,0,[]
19931938,小道,17,2769,1181,1894,128,[],124,0,[]
19932474,蓝色幻想,17,3001,1219,2051,142,[],110,0,[]
19932576,猪或者鱼,19,2771,1179,2049,142,[],128,0,[]
19933093,himiko131,13,2804,1183,1951,112,[],119,0,[]
19933275,白骨琉,20,3001,1181,1932,153,[],132,0,[]
19933334,tyn85926,17,2790,1190,1926,98,[],135,0,[]
19933867,曼联死忠,17,3001,1177,1960,133,[],131,0,[]
19935514,诚信名屋,16,3001,1219,2057,123,[],118,0,[]
19937060,Old徐,11,2851,1199,1947,134,[],147,0,[]
19942769,北方网狼,18,2809,1196,1722,119,[],115,0,[]
19946773,枯木回春,15,2801,1204,1888,119,[],128,0,[]
19948324,Adachenyi,18,2799,1197,1991,140,[],119,0,[]
19948900,__．缠 綿,18,2665,1171,2041,119,[],110,0,[]
19949373,鸟中王,19,2909,1205,1924,129,[],114,0,[]
19949929,dengdaisj,18,2928,1188,2631,122,[],110,0,[]
19950391,沙粒尒,15,2860,1195,2057,123,[],134,0,[]
19950487,bezhe,18,2739,1197,2030,105,[],140,0,[]
19951303,xuwei,13,2848,1178,1920,132,[],134,0,[]
19951558,鹿酱,15,2730,1196,2091,124,[],117,0,[]
19951718,怀念罗马假日,16,2765,1189,1923,138,[],125,0,[]
19951986,翠烟寒,18,2771,1170,1815,118,[],115,0,[]
19952093,woleile,18,2815,1188,1874,126,[],101,1,"[{'liuyan_user_id': '316526', 'liuyan_time': '2018-01-29 12:54:41'}]"
19952512,mhy31,18,2765,1215,1941,105,[],132,0,[]
19952713,迷糊娃娃,19,2916,1169,2012,101,[],138,0,[]
19953208,猪的小猪68,19,2879,1199,1983,108,[],122,0,[]
19953209,gaobi,11,2883,1200,1870,120,[],180,0,[]
19953330,白狸,13,2721,1188,2059,108,[],113,1,"[{'liuyan_user_id': '69440162', 'liuyan_time': '2016-11-18 00:15:58'}]"
19953412,群山孤影,15,2747,1186,2109,104,[],123,0,[]
